Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,num_academia,num_company
867,Adversarial Domain Adaptation with Domain Mixup,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Sichuan University,Anhui University, Huawei Noah's Ark La,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,6.0,0.0
868,Online Evaluation of Audiences for Targeted Advertising via Bandit Experiments,Jingdong (China),Jingdong (China),Jingdong (China),Jingdong (China),,,,,,,,,,,,,,,,,,,,,,0.0,4.0
869,A Knowledge Transfer Framework for Differentially Private Sparse Learning,Los Angeles Medical Center,Los Angeles Medical Center,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
870,The HSIC Bottleneck: Deep Learning without Back-Propagation,University of Manchester,University of Manchester,University of Manchester,University of Manchester,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
871,Defending with Shared Resources on a Network *,City University of Hong Kong,University of Southampton,University of Vienna,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
872,Attention-Based Multi-Modal Fusion Network for Semantic Scene Completion,Tsinghua University, Huawei Noah's Ark Lab,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
873,A Multi-Unit Profit Competitive Mechanism for Cellular Traffic Offloading,Nanjing University of Finance and Economics,Nanjing University,Nanjing University,Nanjing University,Wright State University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
874,Aggregated Learning: A Vector-Quantization Approach to Learning Neural Network Classifiers,University of Ottawa,National Research Council Canada,Beihang University,University of Ottawa,Beihang University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
875,Deep Message Passing on Sets,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
876,DeepAlerts: Deep Learning Based Multi-Horizon Alerts for Clinical Deterioration on Oncology Hospital Wards,Washington University in St. Louis,Washington University in St. Louis,Washington University in St. Louis,Washington University in St. Louis,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
877,Predicting AC Optimal Power Flows: Combining Deep Learning and Lagrangian Dual Methods,Georgia Institute of Technology,Syracuse University,Georgia Institute of Technology,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
878,AtLoc: Attention Guided Camera Localization,University of Oxford,University of Oxford,University of Oxford,University of Oxford,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,7.0,0.0
879,Infinite ShapeOdds: Nonparametric Bayesian Models for Shape Representations,University of Utah,University of Utah,University of Utah,University of Utah,University of Utah,University of Utah,University of Utah,,,,,,,,,,,,,,,,,,,7.0,0.0
880,Adaptive Double-Exploration Tradeoff for Outlier Detection,Chinese University of Hong Kong,University of Illinois Urbana-Champaign,Tencent (China),University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
881,PsyNet: Self-Supervised Approach to Object Localization Using Point Symmetric Transformation,Yonsei University,Yonsei University,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
882,That and There: Judging the Intent of Pointing Actions with Robotic Arms,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",,,,,,,,,,,,,,,,,,,,6.0,0.0
883,Asymptotically Unambitious Artificial General Intelligence,University of Oxford,University of Cincinnati,Australian National University,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
884,Towards Better Forecasting by Fusing Near and Distant Future Visions,Sun Yat-sen University,Sun Yat-sen University,Xi’an Jiaotong-Liverpool University,Zhejiang University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,6.0,0.0
885,Towards Building a Multilingual Sememe Knowledge Base: Predicting Sememes for BabelNet Synsets,Tsinghua University,Beijing University of Posts and Telecommunications,Tsinghua University,Shanghai Normal University,Beijing University of Posts and Telecommunications,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,6.0,0.0
886,Tree-Structured Policy Based Progressive Reinforcement Learning for Temporally Language Grounding in Video,Sun Yat-sen University,Sun Yat-sen University,Beihang University,Sun Yat-sen University, DarkMatter AI Research,,,,,,,,,,,,,,,,,,,,,4.0,0.0
887,The Stanford Acuity Test: A Precise Vision Test Using Bayesian Techniques and a Discovery in Human Visual Response,Stanford University,Stanford University,Stanford University,Stanford University,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
888,Cost-Accuracy Aware Adaptive Labeling for Active Learning,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
889,Induction of Subgoal Automata for Reinforcement Learning,Imperial College London,Imperial College London,Imperial College London,Imperial College London,Pompeu Fabra University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
890,ABSent: Cross-Lingual Sentence Representation Mapping with Bidirectional GANs,"Shijie Geng, Yingqiang Ge, Yuting Wang, Xin Dong, Guang Wang, Gerard de Melo Department of Computer Scienc","Rutgers, The State University of New Jersey",,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
891,Storytelling from an Image Stream Using Scene Graphs,Fudan University,Fudan University,Fudan University," Tencent AI Lab, Chin",Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,,5.0,0.0
892,Hierarchically Clustered Representation Learning,Agency for Defense Development,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
893,Can Eruptions Be Predicted? Short-Term Prediction of Volcanic Eruptions via Attention-Based Long Short-Term Memory,Tokyo Institute of Technology,Tokyo Institute of Technology,Kyoto University,"LINE Fukuoka Corporation, Japan",,,,,,,,,,,,,,,,,,,,,,3.0,0.0
894,Group-Wise Dynamic Dropout Based on Latent Semantic Variations,Shenzhen University,Dongguan University of Technology,Shenzhen University,Shenzhen University,Shenzhen University,Dongguan University of Technology,Shenzhen University," Shenzhen Institute of Artificial Intelligence and Robotics for Society, PR Chin",Shenzhen University,,,,,,,,,,,,,,,,,5.0,0.0
895,Improving Context-Aware Neural Machine Translation Using Self-Attentive Sentence Embedding,Seoul National University,Seoul National University,Seoul National University,Seoul National University,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
896,On Adaptivity in Information-Constrained Online Learning,Chennai Mathematical Institute,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
897,Cut-Based Graph Learning Networks to Discover Compositional Structure of Sequential Video Data,Seoul National University," Kakao Brain, Seongnam, South Kore",Seoul National University,Seoul National University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
898,Election Control in Social Networks via Edge Addition or Removal,Politecnico di Milano,University of Salerno,Politecnico di Milano,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
899,Differentiable Algorithm for Marginalising Changepoints,Samsung (South Korea),Samsung (South Korea),Samsung (South Korea),Samsung (South Korea),,,,,,,,,,,,,,,,,,,,,,4.0,0.0
900,Shoreline: Data-Driven Threshold Estimation of Online Reserves of Cryptocurrency Trading Platforms,Michigan State University,"OceanEx Labs, BitOcean Globa",Michigan State University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
901,Human-Machine Collaboration for Fast Land Cover Mapping,Georgia Institute of Technology,The University of Texas at El Paso,Yale University,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom), Microsoft AI for Earth,University of Southern California,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,4.0,4.0
902,Improving Neural Relation Extraction with Positive and Unlabeled Learning,Soochow University,Soochow University,Soochow University,Soochow University,Soochow University,Soochow University,,,,,,,,,,,,,,,,,,,,6.0,0.0
903,Explanation vs Attention: A Two-Player Game to Obtain Attention for VQA,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
904,Solving Online Threat Screening Games using Constrained Action Space Reinforcement Learning,Singapore Management University,Singapore Management University,Singapore Management University,Harvard University,Harvard University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
905,End-to-End Unpaired Image Denoising with Conditional Adversarial Networks,Tsinghua University," Haohua Technology Co., Lt",Tsinghua University,"University of California, Riverside"," Haohua Technology Co., Lt",,,,,,,,,,,,,,,,,,,,,3.0,0.0
906,Guiding CDCL SAT Search via Random Exploration amid Conflict Depression,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
907,Age Progression and Regression with Spatial Attention Modules,Institute of Automation,China Aerospace Science and Industry Corporation (China),Case Western Reserve University,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,China Aerospace Science and Industry Corporation (China),Center for Excellence in Brain Science and Intelligence Technology,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,7.0,0.0
908,Multi-Source Distilling Domain Adaptation,"University of California, Berkeley"," Didi Chuxing, China","University of California, Berkeley"," Didi Chuxing, China"," Didi Chuxing, China",Renmin University of China," Didi Chuxing, China"," Didi Chuxing, China"," Didi Chuxing, China"," Didi Chuxing, China","University of California, Berkeley",,,,,,,,,,,,,,,4.0,0.0
909,GSSNN: Graph Smoothing Splines Neural Networks,Institute of Information Engineering,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Monash University,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences," Xiaomi AI Lab, Beijing, Chin",,,,,,,,,,,,,,,,5.0,1.0
910,Generalization Error Bounds of Gradient Descent for Learning Over-Parameterized Deep ReLU Networks,California State University Los Angeles,California State University Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
911,Fairness for Robust Log Loss Classification,University of Illinois at Chicago,Carnegie Mellon University,University of Illinois at Chicago,University of Illinois at Chicago,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
912,V-PROM: A Benchmark for Visual Reasoning Using Visual Progressive Matrices,University of Adelaide,University of Wollongong,University of Adelaide,University of Adelaide,University of Adelaide,University of Adelaide,,,,,,,,,,,,,,,,,,,,6.0,0.0
913,Neuron Interaction Based Representation Composition for Neural Machine Translation,Chinese University of Hong Kong,"Chinese University of Hong Kong, Shenzhen", Tencent AI La,University of Macau, Tencent AI La,Chinese University of Hong Kong,"Chinese University of Hong Kong, Shenzhen", Tencent AI La,,,,,,,,,,,,,,,,,,5.0,0.0
914,Private Bayesian Persuasion with Sequential Games,Politecnico di Milano,University of Southampton,Politecnico di Milano,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
915,Pursuit of Low-Rank Models of Time-Varying Matrices Robust to Sparse and Measurement Noise,IBM Research - Ireland,IBM Research - Ireland,IBM Research - Ireland,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
916,Boundary Enhanced Neural Span Classification for Nested Named Entity Recognition,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,,,,,,,,,,,0.0,5.0
917,Point2Node: Correlation Learning of Dynamic-Node for Point Cloud Feature Modeling,Xiamen University,Xiamen University,Xiamen University,Louisiana State University,Xiamen University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
918,Parameterized Indexed Value Function for Efficient Exploration in Reinforcement Learning,Stanford University,Stanford University,Stanford University,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
919,Distributed Primal-Dual Optimization for Online Multi-Task Learning,"Cognitive Computing Lab Baidu Research 10900 NE 8th ST, Bellevue WA, 98004, US","Cognitive Computing Lab Baidu Research 10900 NE 8th ST, Bellevue WA, 98004, US",,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
920,Object-Oriented Dynamics Learning through Multi-Level Abstraction,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
921,Symmetric Metric Learning with Adaptive Margin for Recommendation,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,UNSW Sydney,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,10.0,0.0
922,Exponential Family Graph Embeddings,CentraleSupélec,CentraleSupélec,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
923,Multi-Objective Multi-Agent Planning for Jointly Discovering and Tracking Mobile Objects,University of Adelaide,University of Adelaide,Curtin University,University of Adelaide,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
924,Learning Meta Model for Zero-and Few-Shot Face Anti-Spoofing,Northwestern Polytechnical University,302 Military Hospital of China,302 Military Hospital of China,Institute of Automation,302 Military Hospital of China,University of Oulu," Winsense Technology Ltd, Beijing, Chin",302 Military Hospital of China,Northwestern Polytechnical University,Institute of Automation,,,,,,,,,,,,,,,,8.0,1.0
925,Tracking Disaster Footprints with Social Streaming Data,Arizona State University,University of Virginia,University of Virginia,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
926,Efficiently Enumerating Substrings with Statistically Significant Frequencies of Locally Optimal Occurrences in Gigantic String,Hokkaido University,RIKEN Center for Advanced Intelligence Project,Hokkaido University,Kyoto University,Aalto University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
